Latency Report (https://github.com/mkramlich/latlearn)

Outer_queue_capacity:        1000000
Inner_queue_capacity:        50
Overhead_samples_started:    true
Overhead_samples_finished:   true
Overhead_samples_aborted:    false
Benchmarks_started:          true
Benchmarks_finished:         true
Should_report_builtins:      true
Should_subtract_overhead:    true
metric treated as overhead:  LL.no-op, min
since LL init:               62,863,418,151 ns

Go ver:                      go1.20.4
GOARCH:                      amd64
GOOS:                        darwin
NumCPU:                      4
GOMAXPROCS:                  4
NumGoroutine:                2
SetMemoryLimit:              9,223,372,036,854,775,807 bytes
GOGC:                        
kern.ostype                : Darwin
kern.osproductversion      : 10.15.3
kern.osrelease             : 19.3.0
kern.osrevision            : 199506
kern.version               : Darwin Kernel Version 19.3.0: Fri Jan 10 21:15:49 PST 2020; root:xnu-6153.81.5~4/RELEASE_X86_64
user.posix2_version        : 200112
machdep.cpu.brand_string   : Intel(R) Core(TM) i3-1000NG4 CPU @ 1.10GHz
machdep.cpu.core_count     : 2
machdep.cpu.thread_count   : 4
machdep.memmap.Conventional: 8380841984
hw.memsize                 : 8589934592
hw.pagesize                : 4096
hw.cpufrequency            : 1100000000
hw.busfrequency            : 400000000
LINES:                       ?
COLUMNS:                     ?
HOST:                        
TERM:                        xterm-256color


span                              :        min (ns) |       last (ns) |        max (ns) |       mean (ns) | weight (B&As) |   time frac | span                 
print-yo                          :          18,379 |          18,379 |          18,379 |          18,379 | w           1 | tf 0.000000 | print-yo             
fn1                               :           4,070 |           4,070 |           4,070 |           4,070 | w           1 | tf 0.000000 | fn1                  
fn2                               :               0 |               8 |          13,129 |              20 | w     100,234 | tf 0.000154 | fn2                  
LL.no-op                          :              76 |               6 |         343,178 |              20 | w   1,000,000 | tf 0.001531 | LL.no-op             
LL.fn-call-return                 :               4 |              21 |           5,999 |              43 | w       1,000 | tf 0.000002 | LL.fn-call-return    
LL.for-iters(n=1000)              :             342 |             379 |          15,127 |             418 | w       1,000 | tf 0.000008 | LL.for-iters(n=1000) 
LL.accum-ints(n=1000)             :             325 |             353 |          20,543 |             386 | w       1,000 | tf 0.000007 | LL.accum-ints(n=1000)
LL.add-int-literals(n=2)          :               4 |              19 |          22,585 |              43 | w       1,000 | tf 0.000002 | LL.add-int-literals(n=2)
LL.add-str-literals(n=2)          :               2 |               9 |          35,403 |              65 | w       1,000 | tf 0.000002 | LL.add-str-literals(n=2)
LL.map-str-int-set                :              18 |              61 |         162,170 |             232 | w       1,000 | tf 0.000005 | LL.map-str-int-set   
LL.map-str-int-get(k=100,key0)    :              14 |              45 |             784 |              55 | w       1,000 | tf 0.000002 | LL.map-str-int-get(k=100,key0)
